"","side_of_field","yardline_100","quarter_seconds_remaining","half_seconds_remaining","game_seconds_remaining","game_half","drive","qtr","down","goal_to_go","ydstogo","ydsnet","yards_gained","shotgun","no_huddle","qb_dropback","qb_scramble","pass_length","pass_location","air_yards","yards_after_catch","td_team","score_differential","jax_score","opp_score","jax_timeouts_remaining","opp_timeouts_remaining","offensive_play"
"1076","OPP",76,856,1756,3556,"Half1",1,1,2,0,11,75,8,1,0,1,0,"short","right",7,1,"0",0,0,0,3,3,0
"1077","OPP",68,816,1716,3516,"Half1",1,1,3,0,3,75,68,1,0,1,0,"short","middle",7,61,"2",0,0,6,3,3,0
"1081","JAX",76,767,1667,3467,"Half1",2,1,2,0,11,6,7,1,0,1,0,"short","right",-1,8,"0",-7,0,7,3,3,1
"1082","JAX",69,718,1618,3418,"Half1",2,1,3,0,4,6,0,1,0,1,0,"deep","right",24,-1,"0",-7,0,7,3,3,1
"1084","OPP",79,704,1604,3404,"Half1",3,1,1,0,10,70,42,1,0,1,0,"deep","right",23,19,"0",7,0,7,3,3,0
"1085","JAX",37,660,1560,3360,"Half1",3,1,1,0,10,70,21,1,0,1,0,"deep","middle",17,4,"0",7,0,7,3,3,0
"1087","JAX",11,582,1482,3282,"Half1",3,1,2,0,5,70,2,1,0,1,0,"short","right",1,1,"0",7,0,7,3,3,0
"1088","JAX",9,545,1445,3245,"Half1",3,1,3,0,3,70,0,1,0,1,0,"short","left",9,-1,"0",7,0,7,3,3,0
"1091","JAX",75,537,1437,3237,"Half1",4,1,1,0,10,75,0,1,0,1,0,"short","right",5,-1,"0",-10,0,10,3,3,1
"1093","JAX",85,505,1405,3205,"Half1",4,1,2,0,20,75,2,1,0,1,0,"short","left",0,2,"0",-10,0,10,3,3,1
"1094","JAX",83,461,1361,3161,"Half1",4,1,3,0,18,75,21,1,0,1,0,"deep","middle",17,4,"0",-10,0,10,3,3,1
"1095","OPP",47,430,1330,3130,"Half1",4,1,1,0,10,75,10,1,0,1,0,"short","left",-1,11,"0",-10,0,10,3,3,1
"1097","OPP",35,337,1237,3037,"Half1",4,1,2,0,8,75,0,0,0,1,0,"short","right",0,-1,"0",-10,0,10,3,3,1
"1098","OPP",35,331,1231,3031,"Half1",4,1,3,0,8,75,35,1,0,1,0,"deep","right",35,0,"1",-10,6,10,3,3,1
"1102","OPP",85,313,1213,3013,"Half1",5,1,1,0,15,80,13,1,0,1,0,"short","right",5,8,"0",3,7,10,3,3,0
"1105","OPP",57,203,1103,2903,"Half1",5,1,2,0,8,80,8,1,0,1,0,"short","right",9,-1,"0",3,7,10,3,3,0
"1106","JAX",49,165,1065,2865,"Half1",5,1,1,0,10,80,49,0,0,1,0,"deep","right",22,27,"2",3,7,16,3,3,0
"1110","JAX",70,117,1017,2817,"Half1",6,1,2,0,5,56,8,1,0,1,0,"short","left",8,0,"0",-10,7,17,3,3,1
"1114","OPP",47,900,900,2700,"Half1",6,2,2,0,7,56,20,1,0,1,0,"short","middle",4,16,"0",-10,7,17,3,3,1
"1116","OPP",37,825,825,2625,"Half1",6,2,1,0,20,56,4,1,0,1,0,"short","left",-1,5,"0",-10,7,17,3,3,1
"1118","OPP",30,738,738,2538,"Half1",6,2,3,0,13,56,11,1,0,1,0,"short","left",7,4,"0",-10,7,17,3,3,1
"1121","OPP",75,696,696,2496,"Half1",7,2,1,0,10,68,41,0,0,1,0,"deep","left",19,22,"0",7,10,17,3,3,0
"1123","JAX",31,619,619,2419,"Half1",7,2,2,0,7,68,22,1,0,1,0,"short","left",5,17,"0",7,10,17,3,3,0
"1124","JAX",9,580,580,2380,"Half1",7,2,1,1,9,68,0,1,0,1,0,"short","left",9,-1,"0",7,10,17,3,3,0
"1127","JAX",7,528,528,2328,"Half1",7,2,3,1,7,68,0,1,0,1,0,"short","left",0,0,"0",7,10,17,3,3,0
"1130","JAX",75,476,476,2276,"Half1",8,2,1,0,10,70,69,0,0,1,0,"deep","middle",43,26,"0",-10,10,20,3,3,1
"1132","OPP",16,399,399,2199,"Half1",8,2,1,1,16,70,-2,1,0,1,0,"short","right",-5,3,"0",-10,10,20,3,3,1
"1134","OPP",12,305,305,2105,"Half1",8,2,3,1,12,70,7,1,0,1,0,"short","middle",6,1,"0",-10,10,20,3,3,1
"1137","OPP",75,262,262,2062,"Half1",9,2,1,0,10,47,18,0,0,1,0,"short","left",-6,24,"0",7,13,20,3,3,0
"1138","OPP",57,221,221,2021,"Half1",9,2,1,0,10,47,5,1,0,1,0,"short","left",5,0,"0",7,13,20,3,3,0
"1142","JAX",44,120,120,1920,"Half1",9,2,1,0,10,47,5,1,0,1,0,"short","right",-5,10,"0",7,13,20,3,3,0
"1143","JAX",39,82,82,1882,"Half1",9,2,2,0,5,47,8,0,0,1,0,"short","left",-6,14,"0",7,13,20,3,3,0
"1144","JAX",31,50,50,1850,"Half1",9,2,1,0,10,47,3,1,1,1,0,"short","left",0,3,"0",7,13,20,3,3,0
"1146","JAX",28,45,45,1845,"Half1",9,2,2,0,7,47,0,1,0,1,0,"deep","right",22,-1,"0",7,13,20,2,3,0
"1148","JAX",28,33,33,1833,"Half1",9,2,3,0,7,47,0,1,0,1,0,"deep","middle",20,-1,"0",7,13,20,2,3,0
"1151","JAX",75,24,24,1824,"Half1",10,2,1,0,10,1,6,1,0,1,0,"short","left",-3,9,"0",-10,13,23,2,3,1
"1153","JAX",79,13,13,1813,"Half1",10,2,2,0,14,1,5,1,0,1,0,"short","left",-2,7,"0",-10,13,23,2,3,1
"1159","JAX",68,793,1693,1693,"Half2",11,3,3,0,3,49,12,1,0,1,0,"short","right",8,4,"0",-10,13,23,3,3,1
"1160","JAX",56,748,1648,1648,"Half2",11,3,1,0,10,49,7,0,0,1,0,"short","middle",0,7,"0",-10,13,23,3,3,1
"1161","OPP",49,721,1621,1621,"Half2",11,3,2,0,3,49,1,0,0,1,0,"short","right",-2,3,"0",-10,13,23,3,3,1
"1165","OPP",26,539,1439,1439,"Half2",11,3,3,0,2,49,0,1,0,1,0,"short","middle",-1,1,"0",-10,13,23,3,3,1
"1167","OPP",59,496,1396,1396,"Half2",12,3,2,0,9,60,8,1,0,1,0,"short","right",3,5,"0",10,13,23,3,3,0
"1170","JAX",49,415,1315,1315,"Half2",12,3,1,0,10,60,9,1,0,1,0,"short","right",7,2,"0",10,13,23,2,3,0
"1173","JAX",38,297,1197,1197,"Half2",12,3,2,0,10,60,12,1,0,1,0,"short","middle",4,8,"0",10,13,23,2,3,0
"1174","JAX",26,255,1155,1155,"Half2",12,3,1,0,10,60,0,1,0,1,0,"short","left",6,-1,"0",10,13,23,2,3,0
"1177","JAX",16,230,1130,1130,"Half2",12,3,1,0,10,60,15,1,0,1,0,"short","right",-4,19,"0",10,13,23,2,3,0
"1178","JAX",1,185,1085,1085,"Half2",12,3,1,1,1,60,-1,1,0,1,0,"short","middle",-3,2,"0",10,13,23,2,3,0
"1184","JAX",88,109,1009,1009,"Half2",13,3,1,0,20,-3,-3,1,0,1,0,NA,NA,NA,-1,"0",-17,13,30,2,3,1
"1185","JAX",91,68,968,968,"Half2",13,3,2,0,23,-3,0,1,0,1,0,"short","right",-8,-1,"0",-17,13,30,2,3,1
"1188","OPP",67,15,915,915,"Half2",14,3,1,0,10,67,7,1,0,1,0,"short","left",7,0,"0",17,13,30,2,3,0
"1195","JAX",17,725,725,725,"Half2",14,4,2,0,1,67,0,1,0,1,0,"short","right",0,-1,"0",17,13,30,2,3,0
"1196","JAX",17,722,722,722,"Half2",14,4,3,0,1,67,9,1,0,1,0,"short","right",-2,11,"0",17,13,30,2,3,0
"1198","JAX",3,662,662,662,"Half2",14,4,2,1,3,67,3,1,0,1,0,"short","right",3,0,"2",17,13,36,2,3,0
"1202","JAX",77,621,621,621,"Half2",15,4,2,0,8,79,12,1,1,1,0,"short","middle",2,10,"0",-24,13,37,2,3,1
"1203","JAX",65,588,588,588,"Half2",15,4,1,0,10,79,35,1,1,1,0,"deep","right",29,6,"0",-24,13,37,2,3,1
"1206","OPP",20,490,490,490,"Half2",15,4,1,0,10,79,5,1,1,1,0,"short","left",5,0,"0",-24,13,37,2,3,1
"1207","OPP",15,460,460,460,"Half2",15,4,2,0,5,79,15,1,1,1,0,"short","left",14,1,"1",-24,19,37,2,3,1
"1208","OPP",2,452,452,452,"Half2",15,4,NA,0,0,79,0,0,0,1,0,NA,NA,NA,-1,"0",-18,19,37,2,3,1
"1212","JAX",44,368,368,368,"Half2",16,4,3,0,8,-5,3,1,0,1,0,"short","left",-2,5,"0",18,19,37,2,3,0
"1213","OPP",51,338,338,338,"Half2",16,4,3,0,15,-5,0,1,0,1,0,"short","left",0,-1,"0",18,19,37,2,3,0
"1215","JAX",80,325,325,325,"Half2",17,4,1,0,10,0,0,1,0,1,0,"short","middle",-3,-1,"0",-18,19,37,2,3,1
"1220","JAX",17,221,221,221,"Half2",18,4,3,0,15,-5,0,1,0,1,0,"short","left",-4,-1,"0",18,19,37,2,2,0
"1223","JAX",75,213,213,213,"Half2",19,4,1,0,10,75,9,1,0,1,0,"short","left",4,5,"0",-21,19,40,2,2,1
"1224","JAX",66,185,185,185,"Half2",19,4,2,0,1,75,9,1,0,1,0,"short","middle",6,3,"0",-21,19,40,2,2,1
"1226","OPP",42,175,175,175,"Half2",19,4,1,0,10,75,0,1,0,1,0,"short","left",-4,-1,"0",-21,19,40,2,2,1
"1227","OPP",42,170,170,170,"Half2",19,4,2,0,10,75,5,1,0,1,0,"short","left",0,5,"0",-21,19,40,2,2,1
"1228","OPP",37,148,148,148,"Half2",19,4,3,0,5,75,16,1,0,1,0,"deep","middle",16,0,"0",-21,19,40,2,2,1
"1230","OPP",21,120,120,120,"Half2",19,4,1,0,10,75,21,1,0,1,0,"deep","right",17,4,"1",-21,25,40,2,2,1
"4461","JAX",72,863,1763,3563,"Half1",1,1,2,0,7,9,9,1,0,1,0,"short","left",6,3,"0",0,0,0,3,3,1
"4463","JAX",62,799,1699,3499,"Half1",1,1,2,0,9,9,-8,1,0,1,0,NA,NA,NA,-1,"0",0,0,0,3,3,1
"4464","JAX",70,759,1659,3459,"Half1",1,1,3,0,17,9,4,1,0,1,0,"short","right",2,2,"0",0,0,0,3,3,1
"4467","OPP",77,690,1590,3390,"Half1",2,1,2,0,4,9,0,0,0,1,0,"short","right",6,-1,"0",0,0,0,3,3,0
"4468","OPP",77,684,1584,3384,"Half1",2,1,3,0,4,9,3,1,0,1,0,"short","right",3,0,"0",0,0,0,3,3,0
"4472","JAX",69,564,1464,3264,"Half1",3,1,3,0,5,5,0,1,0,1,0,"deep","left",21,-1,"0",0,0,0,3,3,1
"4474","OPP",92,549,1449,3249,"Half1",4,1,1,0,10,71,6,1,0,1,0,"short","middle",3,3,"0",0,0,0,3,3,0
"4476","OPP",75,489,1389,3189,"Half1",4,1,1,0,10,71,1,1,0,1,0,"short","left",1,0,"0",0,0,0,3,3,0
"4478","OPP",67,408,1308,3108,"Half1",4,1,3,0,2,71,6,1,0,1,0,"short","right",5,1,"0",0,0,0,3,3,0
"4479","OPP",61,372,1272,3072,"Half1",4,1,1,0,10,71,0,0,0,1,0,"deep","left",34,-1,"0",0,0,0,3,3,0
"4481","OPP",53,323,1223,3023,"Half1",4,1,3,0,2,71,3,1,0,1,0,"short","right",2,1,"0",0,0,0,3,3,0
"4482","MID",50,291,1191,2991,"Half1",4,1,1,0,10,71,13,0,0,1,0,"short","middle",11,2,"0",0,0,0,3,3,0
"4484","JAX",33,213,1113,2913,"Half1",4,1,2,0,6,71,7,1,0,1,0,"short","right",7,0,"0",0,0,0,3,3,0
"4485","JAX",26,171,1071,2871,"Half1",4,1,1,0,10,71,0,1,0,1,0,"deep","right",25,-1,"0",0,0,0,3,3,0
"4487","JAX",21,122,1022,2822,"Half1",4,1,3,0,5,71,0,1,0,1,0,"deep","right",21,-1,"0",0,0,0,3,3,0
"4491","JAX",84,67,967,2767,"Half1",5,1,2,0,9,29,0,1,0,1,0,"short","right",5,-1,"0",-3,0,3,3,3,1
"4493","JAX",58,36,936,2736,"Half1",5,1,1,0,10,29,-9,0,0,1,0,NA,NA,NA,-1,"0",-3,0,3,3,3,1
"4496","JAX",65,858,858,2658,"Half1",5,2,3,0,17,29,9,1,0,1,0,"short","right",2,7,"0",-3,0,3,3,3,1
"4498","OPP",92,815,815,2615,"Half1",6,2,1,0,10,23,28,1,0,1,0,"deep","right",26,2,"0",3,0,3,3,3,0
"4500","OPP",61,755,755,2555,"Half1",6,2,2,0,7,23,-8,1,0,1,0,NA,NA,NA,-1,"0",3,0,3,3,3,0
"4501","OPP",69,707,707,2507,"Half1",6,2,3,0,15,23,0,1,0,1,0,"deep","left",22,-1,"0",3,0,3,3,3,0
"4504","JAX",83,651,651,2451,"Half1",7,2,2,0,8,4,2,1,0,1,0,"short","middle",1,1,"0",-3,0,3,3,3,1
"4505","JAX",81,609,609,2409,"Half1",7,2,3,0,6,4,0,1,0,1,0,"short","left",10,-1,"0",-3,0,3,3,3,1
"4508","OPP",67,567,567,2367,"Half1",8,2,2,0,10,-8,0,0,0,1,0,"deep","right",49,-1,"0",3,0,3,3,3,0
"4509","OPP",67,559,559,2359,"Half1",8,2,3,0,10,-8,-8,1,0,1,0,NA,NA,NA,-1,"0",3,0,3,3,3,0
"4511","JAX",69,517,517,2317,"Half1",9,2,1,0,10,47,7,1,0,1,0,"short","right",4,3,"0",-3,0,3,3,3,1
"4513","JAX",52,457,457,2257,"Half1",9,2,1,0,10,47,9,1,0,1,0,"short","left",7,2,"0",-3,0,3,3,3,1
"4515","OPP",39,390,390,2190,"Half1",9,2,1,0,10,47,0,0,0,1,0,"deep","right",17,-1,"0",-3,0,3,3,3,1
"4517","OPP",44,367,367,2167,"Half1",9,2,2,0,15,47,16,1,0,1,0,"short","right",7,9,"0",-3,0,3,3,3,1
"4518","OPP",28,326,326,2126,"Half1",9,2,1,0,10,47,-9,1,0,1,0,NA,NA,NA,-1,"0",-3,0,3,3,3,1
"4520","OPP",23,241,241,2041,"Half1",9,2,3,0,5,47,1,1,0,1,0,"short","right",-5,6,"0",-3,0,3,3,3,1
"4524","OPP",61,167,167,1967,"Half1",10,2,1,0,10,71,0,1,0,1,0,NA,NA,NA,-1,"0",0,3,3,3,3,0
"4525","OPP",61,134,134,1934,"Half1",10,2,2,0,10,71,-1,1,0,1,0,"short","left",-2,1,"0",0,3,3,3,3,0
"4528","OPP",67,120,120,1920,"Half1",10,2,3,0,16,71,16,1,0,1,0,"short","middle",13,3,"0",0,3,3,3,3,0
"4530","JAX",46,51,51,1851,"Half1",10,2,2,0,5,71,0,1,0,1,0,"deep","left",25,-1,"0",0,3,3,3,3,0
"4531","JAX",46,46,46,1846,"Half1",10,2,3,0,5,71,7,1,0,1,0,"short","middle",5,2,"0",0,3,3,3,3,0
"4534","JAX",35,16,16,1816,"Half1",10,2,2,0,6,71,31,1,0,1,0,"deep","right",28,3,"0",0,3,3,3,2,0
"4535","JAX",4,9,9,1809,"Half1",10,2,1,1,4,71,0,1,0,1,0,"short","right",4,-1,"0",0,3,3,3,2,0
"4540","OPP",80,900,1800,1800,"Half2",11,3,1,0,15,15,14,0,0,1,0,"short","middle",13,1,"0",3,3,6,3,3,0
"4542","OPP",63,840,1740,1740,"Half2",11,3,1,0,10,15,-6,1,0,1,0,NA,NA,NA,-1,"0",3,3,6,3,3,0
"4547","JAX",74,670,1570,1570,"Half2",12,3,2,0,9,16,10,1,0,1,0,"short","left",-1,11,"0",-3,3,6,3,3,1
"4549","JAX",62,590,1490,1490,"Half2",12,3,2,0,8,16,3,1,0,1,0,"short","right",-3,6,"0",-3,3,6,3,3,1
"4550","JAX",59,545,1445,1445,"Half2",12,3,3,0,5,16,0,1,0,1,0,"short","right",-4,-1,"0",-3,3,6,3,3,1
"4552","OPP",88,528,1428,1428,"Half2",13,3,1,0,10,15,7,1,0,1,0,"short","left",4,3,"0",3,3,6,3,3,0
"4554","OPP",76,464,1364,1364,"Half2",13,3,1,0,10,15,0,1,0,1,0,"deep","right",16,-1,"0",3,3,6,3,3,0
"4556","OPP",73,415,1315,1315,"Half2",13,3,3,0,7,15,0,1,0,1,0,"short","left",4,-1,"0",3,3,6,3,3,0
"4558","JAX",64,400,1300,1300,"Half2",14,3,1,0,10,16,14,0,0,1,0,"short","left",14,0,"0",-3,3,6,3,3,1
"4559","MID",50,367,1267,1267,"Half2",14,3,1,0,10,16,7,1,0,1,0,"short","right",6,1,"0",-3,3,6,3,3,1
"4573","OPP",78,861,861,861,"Half2",15,4,2,0,14,30,0,1,0,1,0,"short","right",10,-1,"0",3,3,6,3,3,0
"4574","OPP",78,857,857,857,"Half2",15,4,3,0,14,30,9,1,0,1,0,"short","right",3,6,"0",3,3,6,3,3,0
"4577","JAX",80,786,786,786,"Half2",16,4,1,0,20,-19,-9,1,0,1,0,NA,NA,NA,-1,"0",-3,3,6,3,3,1
"4578","JAX",11,779,779,779,"Half2",17,4,1,0,10,11,0,0,0,1,0,"short","right",3,-1,"0",3,3,6,3,3,0
"4586","JAX",80,643,643,643,"Half2",18,4,2,0,15,61,6,1,0,1,0,"short","right",-2,8,"0",-10,3,13,3,3,1
"4587","JAX",74,599,599,599,"Half2",18,4,3,0,9,61,31,1,0,1,0,"deep","right",29,2,"0",-10,3,13,3,3,1
"4589","JAX",53,555,555,555,"Half2",18,4,1,0,20,61,20,1,0,1,0,"short","left",-6,26,"0",-10,3,13,2,3,1
"4590","OPP",33,515,515,515,"Half2",18,4,1,0,10,61,13,1,0,1,0,"short","left",-1,14,"0",-10,3,13,2,3,1
"4592","OPP",30,456,456,456,"Half2",18,4,1,0,20,61,10,1,0,1,0,"short","middle",8,2,"0",-10,3,13,2,3,1
"4593","OPP",20,418,418,418,"Half2",18,4,2,0,10,61,0,1,0,1,0,"short","left",6,-1,"0",-10,3,13,2,3,1
"4594","OPP",20,414,414,414,"Half2",18,4,3,0,10,61,6,1,0,1,0,"short","left",2,4,"0",-10,3,13,2,3,1
"4598","OPP",74,317,317,317,"Half2",19,4,2,0,9,2,9,1,0,1,0,"short","left",2,7,"0",7,6,13,2,3,0
"4600","OPP",64,245,245,245,"Half2",19,4,2,0,9,2,0,1,0,1,0,"deep","right",28,-1,"0",7,6,13,2,3,0
"4606","JAX",64,185,185,185,"Half2",20,4,2,0,6,68,5,1,0,1,0,"short","right",2,3,"0",-7,6,13,1,3,1
"4610","JAX",58,120,120,120,"Half2",20,4,1,0,10,68,0,1,0,1,0,"short","right",13,-1,"0",-7,6,13,1,2,1
"4611","JAX",58,112,112,112,"Half2",20,4,2,0,10,68,1,1,0,1,0,"short","right",0,1,"0",-7,6,13,1,2,1
"4612","JAX",57,78,78,78,"Half2",20,4,3,0,9,68,12,1,0,1,0,"short","right",12,0,"0",-7,6,13,1,2,1
"4613","OPP",45,71,71,71,"Half2",20,4,1,0,10,68,14,1,0,1,0,"short","right",14,0,"0",-7,6,13,1,2,1
"4614","OPP",31,66,66,66,"Half2",20,4,1,0,10,68,0,1,0,1,0,"deep","left",23,-1,"0",-7,6,13,1,2,1
"4615","OPP",31,63,63,63,"Half2",20,4,2,0,10,68,0,1,0,1,0,"short","left",8,-1,"0",-7,6,13,1,2,1
"4616","OPP",31,57,57,57,"Half2",20,4,3,0,10,68,0,1,0,1,0,"short","right",11,-1,"0",-7,6,13,1,2,1
"4621","OPP",4,36,36,36,"Half2",20,4,2,0,1,68,4,1,0,1,0,"short","right",4,0,"1",-7,12,13,0,2,1
"5700","JAX",81,830,1730,3530,"Half1",1,1,2,0,16,9,15,1,0,1,0,"short","right",14,1,"0",0,0,0,3,3,1
"5701","JAX",66,805,1705,3505,"Half1",1,1,3,0,1,9,0,1,0,1,0,"short","right",1,-1,"0",0,0,0,3,3,1
"5703","OPP",7,787,1687,3487,"Half1",2,1,1,1,7,7,7,0,0,1,0,"short","left",7,0,"1",0,6,0,3,3,1
"5708","OPP",65,697,1597,3397,"Half1",3,1,1,0,10,4,0,1,0,1,0,"short","left",2,-1,"0",-7,7,0,3,3,0
"5711","OPP",71,626,1526,3326,"Half1",3,1,3,0,16,4,0,1,0,1,0,"deep","left",19,-1,"0",-7,7,0,3,3,0
"5713","JAX",62,608,1508,3308,"Half1",4,1,1,0,10,62,6,1,0,1,0,"short","left",2,4,"0",7,7,0,3,3,1
"5715","JAX",51,522,1422,3222,"Half1",4,1,1,0,10,62,28,0,0,1,0,"deep","right",26,2,"0",7,7,0,3,3,1
"5718","OPP",22,402,1302,3102,"Half1",4,1,3,0,9,62,22,1,0,1,0,"deep","left",22,0,"1",7,13,0,3,3,1
"5722","OPP",70,347,1247,3047,"Half1",5,1,2,0,6,28,23,0,0,1,0,"deep","right",21,2,"0",-14,14,0,3,3,0
"5724","JAX",46,266,1166,2966,"Half1",5,1,2,0,9,28,0,0,0,1,0,"short","right",-4,4,"0",-14,14,0,3,3,0
"5725","JAX",46,219,1119,2919,"Half1",5,1,3,0,9,28,0,1,0,1,0,"deep","right",19,-1,"0",-14,14,0,3,3,0
"5727","JAX",85,207,1107,2907,"Half1",6,1,1,0,10,0,2,1,0,1,0,"short","right",-3,5,"0",14,14,0,3,3,1
"5729","JAX",90,117,1017,2817,"Half1",6,1,3,0,15,0,5,1,0,1,0,"short","right",-3,8,"0",14,14,0,3,3,1
"5731","OPP",56,94,994,2794,"Half1",7,1,1,0,10,10,30,1,0,1,0,"deep","right",22,8,"0",-14,14,0,3,3,0
"5733","JAX",35,45,945,2745,"Half1",7,1,1,0,19,10,0,0,0,1,0,"short","left",9,-1,"0",-14,14,0,3,3,0
"5736","JAX",40,900,900,2700,"Half1",7,2,3,0,24,10,-6,1,0,1,0,NA,NA,NA,-1,"0",-14,14,0,3,3,0
"5739","JAX",85,821,821,2621,"Half1",8,2,2,0,10,32,11,1,0,1,0,"short","right",1,10,"0",14,14,0,3,3,1
"5742","JAX",63,728,728,2528,"Half1",8,2,2,0,14,32,0,1,0,1,0,"short","left",-3,-1,"0",14,14,0,3,3,1
"5746","OPP",63,653,653,2453,"Half1",9,2,2,0,6,4,0,0,0,1,0,"short","left",0,-1,"0",-14,14,0,3,3,0
"5747","OPP",63,649,649,2449,"Half1",9,2,3,0,6,4,0,1,0,1,0,"short","right",7,-1,"0",-14,14,0,3,3,0
"5750","JAX",90,612,612,2412,"Half1",10,2,1,0,20,4,1,1,0,1,0,"short","left",1,0,"0",14,14,0,3,3,1
"5752","JAX",84,524,524,2324,"Half1",10,2,3,0,14,4,8,1,0,1,0,"short","left",2,6,"0",14,14,0,3,3,1
"5754","OPP",79,478,478,2278,"Half1",11,2,1,0,10,22,0,1,0,1,0,"short","right",0,-1,"0",-14,14,0,3,3,0
"5763","OPP",61,238,238,2038,"Half1",11,2,1,0,15,22,4,1,0,1,0,"short","left",6,-2,"0",-14,14,0,2,3,0
"5764","OPP",57,193,193,1993,"Half1",11,2,2,0,11,22,3,1,0,1,0,"short","left",2,1,"0",-14,14,0,2,3,0
"5766","OPP",59,143,143,1943,"Half1",11,2,3,0,13,22,2,1,0,1,0,"short","right",2,0,"0",-14,14,0,2,3,0
"5769","JAX",95,111,111,1911,"Half1",12,2,1,0,10,6,0,1,0,1,0,"short","middle",7,-1,"0",14,14,0,2,3,1
"5770","JAX",95,108,108,1908,"Half1",12,2,2,0,10,6,6,1,0,1,0,"short","left",-1,7,"0",14,14,0,2,3,1
"5772","JAX",89,100,100,1900,"Half1",12,2,3,0,4,6,0,1,0,1,0,"short","right",6,-1,"0",14,14,0,2,2,1
"5775","JAX",44,74,74,1874,"Half1",13,2,1,0,10,-10,0,1,0,1,0,"short","right",5,-1,"0",-14,14,0,2,2,0
"5777","OPP",54,63,63,1863,"Half1",13,2,2,0,20,-10,0,1,0,1,0,"deep","right",18,-1,"0",-14,14,0,2,2,0
"5778","OPP",54,58,58,1858,"Half1",13,2,3,0,20,-10,0,1,0,1,0,"deep","right",19,-1,"0",-14,14,0,2,2,0
"5780","JAX",90,45,45,1845,"Half1",14,2,1,0,10,13,5,1,0,1,0,"short","middle",5,0,"0",14,14,0,2,2,1
"5781","JAX",85,23,23,1823,"Half1",14,2,2,0,5,13,9,1,1,1,0,"short","middle",4,5,"0",14,14,0,2,2,1
"5783","JAX",76,16,16,1816,"Half1",14,2,1,0,10,13,0,1,0,1,0,"short","left",6,-1,"0",14,14,0,1,2,1
"5788","OPP",75,900,1800,1800,"Half2",15,3,1,0,10,55,-6,0,0,1,0,NA,NA,NA,-1,"0",-14,14,0,3,3,0
"5789","OPP",81,856,1756,1756,"Half2",15,3,2,0,16,55,20,1,0,1,0,"deep","middle",16,4,"0",-14,14,0,3,3,0
"5791","OPP",62,793,1693,1693,"Half2",15,3,2,0,11,55,0,1,0,1,0,"short","left",-5,-1,"0",-14,14,0,3,3,0
"5792","OPP",62,785,1685,1685,"Half2",15,3,3,0,11,55,47,1,0,1,0,"deep","right",42,5,"0",-14,14,0,3,3,0
"5794","JAX",11,700,1600,1600,"Half2",15,3,2,0,6,55,0,0,0,1,0,"short","middle",11,-1,"0",-14,14,0,3,3,0
"5795","JAX",11,696,1596,1596,"Half2",15,3,3,0,6,55,0,1,0,1,0,"short","middle",11,-1,"0",-14,14,0,3,3,0
"5796","JAX",11,691,1591,1591,"Half2",15,3,4,0,6,55,-9,1,0,1,0,NA,NA,NA,-1,"0",-14,14,0,3,3,0
"5797","JAX",80,687,1587,1587,"Half2",16,3,1,0,10,58,37,0,0,1,0,"deep","right",33,4,"0",14,14,0,3,3,1
"5799","OPP",43,602,1502,1502,"Half2",16,3,2,0,10,58,15,1,0,1,0,"short","left",6,9,"0",14,14,0,3,3,1
"5802","OPP",22,484,1384,1384,"Half2",16,3,3,0,4,58,0,1,0,1,0,"deep","left",22,-1,"0",14,14,0,3,3,1
"5808","OPP",62,359,1259,1259,"Half2",17,3,2,0,8,28,-2,0,0,1,0,NA,NA,NA,-1,"0",-17,17,0,3,3,0
"5809","OPP",64,312,1212,1212,"Half2",17,3,3,0,10,28,10,1,0,1,0,"short","right",10,0,"0",-17,17,0,3,3,0
"5811","OPP",53,236,1136,1136,"Half2",17,3,2,0,9,28,0,1,0,1,0,"deep","left",28,-1,"0",-17,17,0,3,3,0
"5812","OPP",53,230,1130,1130,"Half2",17,3,3,0,9,28,13,1,0,1,0,"short","right",13,0,"0",-17,17,0,3,3,0
"5814","JAX",41,149,1049,1049,"Half2",17,3,2,0,11,28,2,1,0,1,0,"short","middle",2,0,"0",-17,17,0,3,3,0
"5815","JAX",39,107,1007,1007,"Half2",17,3,3,0,9,28,-8,1,0,1,0,NA,NA,NA,-1,"0",-17,17,0,3,3,0
"5817","JAX",80,63,963,963,"Half2",18,3,1,0,10,3,3,0,0,1,0,"short","right",-3,6,"0",17,17,0,3,3,1
"5820","JAX",77,900,900,900,"Half2",18,4,3,0,7,3,0,1,0,1,0,"deep","left",32,-1,"0",17,17,0,3,3,1
"5822","OPP",66,886,886,886,"Half2",19,4,1,0,10,66,29,1,0,1,0,"short","middle",12,17,"0",-17,17,0,3,3,0
"5823","JAX",37,849,849,849,"Half2",19,4,1,0,10,66,-7,1,0,1,0,NA,NA,NA,-1,"0",-17,17,0,3,3,0
"5824","JAX",44,823,823,823,"Half2",19,4,2,0,17,66,8,1,1,1,0,"short","right",7,1,"0",-17,17,0,3,3,0
"5825","JAX",36,792,792,792,"Half2",19,4,3,0,9,66,11,1,1,1,0,"short","left",11,0,"0",-17,17,0,3,3,0
"5827","JAX",25,769,769,769,"Half2",19,4,1,0,10,66,14,1,0,1,0,"short","left",11,3,"0",-17,17,0,3,3,0
"5832","JAX",75,724,724,724,"Half2",20,4,1,0,10,45,4,1,0,1,0,"short","right",-2,6,"0",10,17,7,3,3,1
