"","side_of_field","yardline_100","quarter_seconds_remaining","half_seconds_remaining","game_seconds_remaining","game_half","drive","qtr","down","goal_to_go","ydstogo","ydsnet","yards_gained","shotgun","no_huddle","qb_dropback","qb_scramble","pass_length","pass_location","air_yards","yards_after_catch","td_team","score_differential","jax_score","opp_score","jax_timeouts_remaining","opp_timeouts_remaining","offensive_play"
"21720","JAX",71,314,314,2114,"Half1",6,2,3,0,6,63,31,1,0,1,0,"short","middle",7,24,"0",-9,0,9,3,2,1
"21721","OPP",40,269,269,2069,"Half1",6,2,1,0,10,63,0,1,0,1,0,"short","left",6,-1,"0",-9,0,9,3,2,1
"21724","OPP",28,197,197,1997,"Half1",6,2,2,0,9,63,12,1,0,1,0,"short","left",12,0,"0",-9,0,9,3,2,1
"21725","OPP",16,153,153,1953,"Half1",6,2,1,0,10,63,0,1,0,1,0,"short","left",6,-1,"0",-9,0,9,3,2,1
"21728","OPP",12,120,120,1920,"Half1",6,2,3,0,6,63,0,1,0,1,0,"short","right",2,-1,"0",-9,0,9,3,2,1
"21731","OPP",75,108,108,1908,"Half1",7,2,1,0,10,35,0,1,0,1,0,"short","left",2,-1,"0",6,3,9,3,2,0
"21733","OPP",62,74,74,1874,"Half1",7,2,1,0,10,35,4,1,0,1,0,"short","left",4,0,"0",6,3,9,3,2,0
"21734","OPP",58,67,67,1867,"Half1",7,2,2,0,6,35,3,1,0,1,0,"short","right",3,0,"0",6,3,9,3,2,0
"21735","OPP",55,42,42,1842,"Half1",7,2,3,0,3,35,8,1,0,1,0,"short","middle",3,5,"0",6,3,9,3,2,0
"21738","OPP",57,31,31,1831,"Half1",7,2,1,0,20,35,0,1,0,1,0,"short","left",-3,3,"0",6,3,9,3,1,0
"21740","OPP",57,23,23,1823,"Half1",7,2,2,0,20,35,17,1,0,1,0,"short","left",6,11,"0",6,3,9,3,0,0
"21741","JAX",40,15,15,1815,"Half1",7,2,3,0,3,35,0,1,0,1,0,"short","right",10,-1,"0",6,3,9,3,0,0
"21743","JAX",52,6,6,1806,"Half1",8,2,1,0,10,17,17,1,0,1,0,"short","middle",7,10,"0",-6,3,9,3,0,1
"21746","JAX",75,896,1796,1796,"Half2",9,3,1,0,10,25,0,0,0,1,0,"short","left",0,0,"0",-6,3,9,3,3,1
"21747","JAX",75,857,1757,1757,"Half2",9,3,2,0,10,25,19,1,0,1,0,"short","right",-1,20,"0",-6,3,9,3,3,1
"21749","JAX",52,789,1689,1689,"Half2",9,3,2,0,6,25,14,1,0,1,0,"short","right",14,0,"0",-6,3,9,3,3,1
"21750","OPP",38,744,1644,1644,"Half2",9,3,1,0,10,25,2,1,0,1,0,"short","left",-2,4,"0",-6,3,9,3,3,1
"21754","OPP",32,593,1493,1493,"Half2",9,3,2,0,15,25,1,1,0,1,0,"short","right",0,1,"0",-6,3,9,3,3,1
"21755","OPP",31,549,1449,1449,"Half2",9,3,3,0,14,25,0,1,0,1,0,"deep","middle",26,-1,"0",-6,3,9,3,3,1
"21756","OPP",31,543,1443,1443,"Half2",9,3,4,0,14,25,-19,0,0,1,0,NA,NA,NA,-1,"0",-6,3,9,3,3,1
"21759","JAX",39,523,1423,1423,"Half2",10,3,1,0,15,26,2,1,0,1,0,"short","right",3,-1,"0",6,3,9,3,3,0
"21760","JAX",37,489,1389,1389,"Half2",10,3,2,0,13,26,18,0,0,1,0,"short","left",15,3,"0",6,3,9,3,3,0
"21762","JAX",29,431,1331,1331,"Half2",10,3,1,0,20,26,11,1,0,1,0,"short","right",-5,16,"0",6,3,9,3,3,0
"21765","JAX",17,344,1244,1244,"Half2",10,3,3,0,8,26,-7,1,0,1,0,NA,NA,NA,-1,"0",6,3,9,3,2,0
"21769","JAX",74,262,1162,1162,"Half2",11,3,2,0,9,13,0,1,0,1,0,"short","right",4,-1,"0",-9,3,12,3,2,1
"21772","JAX",62,185,1085,1085,"Half2",11,3,2,0,7,13,0,0,0,1,0,"short","left",-1,-1,"0",-9,3,12,3,2,1
"21773","JAX",62,181,1081,1081,"Half2",11,3,3,0,7,13,0,1,0,1,0,"short","middle",12,-1,"0",-9,3,12,3,2,1
"21775","OPP",79,170,1070,1070,"Half2",12,3,1,0,10,79,8,1,0,1,0,"short","middle",5,3,"0",9,3,12,3,2,0
"21778","JAX",22,82,982,982,"Half2",12,3,2,0,9,79,21,1,0,1,0,"deep","middle",17,4,"0",9,3,12,3,2,0
"21782","JAX",75,31,931,931,"Half2",13,3,1,0,10,55,-3,1,0,1,0,NA,NA,NA,-1,"0",-16,3,19,3,2,1
"21784","JAX",78,900,900,900,"Half2",13,4,2,0,13,55,14,1,0,1,0,"short","left",3,11,"0",-16,3,19,3,2,1
"21785","JAX",64,874,874,874,"Half2",13,4,1,0,10,55,0,1,1,1,0,"short","left",0,-1,"0",-16,3,19,3,2,1
"21786","JAX",64,867,867,867,"Half2",13,4,2,0,10,55,18,1,0,1,0,"short","left",13,5,"0",-16,3,19,3,2,1
"21787","OPP",46,832,832,832,"Half2",13,4,1,0,10,55,0,1,1,1,0,"deep","left",34,-1,"0",-16,3,19,3,2,1
"21788","OPP",46,821,821,821,"Half2",13,4,2,0,10,55,9,1,0,1,0,"short","left",0,9,"0",-16,3,19,3,2,1
"21790","OPP",35,767,767,767,"Half2",13,4,1,0,10,55,-5,1,1,1,0,NA,NA,NA,-1,"0",-16,3,19,3,2,1
"21791","OPP",40,729,729,729,"Half2",13,4,2,0,15,55,0,1,1,1,0,"deep","left",20,-1,"0",-16,3,19,3,2,1
"21792","OPP",40,724,724,724,"Half2",13,4,3,0,15,55,20,1,0,1,0,"deep","middle",19,1,"0",-16,3,19,3,2,1
"21793","OPP",20,678,678,678,"Half2",13,4,1,0,10,55,0,1,1,1,0,"short","right",6,-1,"0",-16,3,19,3,2,1
"21794","OPP",20,674,674,674,"Half2",13,4,2,0,10,55,0,1,0,1,0,"short","right",0,-1,"0",-16,3,19,3,2,1
"21795","OPP",20,670,670,670,"Half2",13,4,3,0,10,55,0,1,0,1,0,"short","right",13,-1,"0",-16,3,19,3,2,1
"21796","OPP",20,665,665,665,"Half2",13,4,4,0,10,55,0,1,0,1,0,"deep","middle",17,-1,"0",-16,3,19,2,2,1
"21799","OPP",67,574,574,574,"Half2",14,4,2,0,8,14,6,1,0,1,0,"short","middle",3,3,"0",16,3,19,2,2,0
"21801","OPP",66,505,505,505,"Half2",14,4,3,0,7,14,0,1,0,1,0,"short","middle",8,-1,"0",16,3,19,2,2,0
"21803","JAX",80,489,489,489,"Half2",15,4,1,0,10,31,16,1,0,1,0,"short","right",14,2,"0",-16,3,19,2,2,1
"21804","JAX",64,462,462,462,"Half2",15,4,1,0,10,31,13,1,1,1,0,"short","left",13,0,"0",-16,3,19,2,2,1
"21805","JAX",51,434,434,434,"Half2",15,4,1,0,10,31,2,1,1,1,0,"short","left",-5,7,"0",-16,3,19,2,2,1
"21806","OPP",49,402,402,402,"Half2",15,4,2,0,8,31,0,1,1,1,0,"short","left",7,-1,"0",-16,3,19,2,2,1
"21807","OPP",49,397,397,397,"Half2",15,4,3,0,8,31,0,1,0,1,0,"deep","left",18,-1,"0",-16,3,19,2,2,1
"21812","JAX",80,283,283,283,"Half2",17,4,1,0,10,0,0,1,0,1,0,"deep","left",20,-1,"0",-16,3,19,2,2,1
"21814","JAX",1,262,262,262,"Half2",18,4,2,1,1,3,1,1,0,1,0,"short","middle",1,0,"2",16,3,25,2,2,0
"21817","JAX",75,259,259,259,"Half2",19,4,1,0,10,37,31,1,0,1,0,"deep","right",30,1,"0",-23,3,26,2,2,1
"21825","JAX",86,80,80,80,"Half2",21,4,1,0,10,66,17,1,1,1,0,"short","middle",7,10,"0",-23,3,26,2,2,1
"21826","JAX",69,56,56,56,"Half2",21,4,1,0,10,66,4,1,1,1,0,"short","middle",4,0,"0",-23,3,26,2,2,1
"21827","JAX",65,30,30,30,"Half2",21,4,2,0,6,66,12,1,1,1,0,"short","left",1,11,"0",-23,3,26,2,2,1
"21828","JAX",53,24,24,24,"Half2",21,4,1,0,10,66,0,1,0,1,0,"deep","left",23,-1,"0",-23,3,26,2,2,1
"21829","JAX",53,19,19,19,"Half2",21,4,2,0,10,66,23,1,0,1,0,"deep","middle",18,5,"0",-23,3,26,2,2,1
"21830","OPP",30,1,1,1,"Half2",21,4,1,0,10,66,0,1,1,1,0,NA,NA,NA,-1,"0",-23,3,26,2,2,1
"26911","JAX",79,895,1795,3595,"Half1",1,1,1,0,10,22,12,1,0,1,0,"short","left",12,0,"0",0,0,0,3,3,1
"26915","JAX",63,743,1643,3443,"Half1",1,1,2,0,16,22,6,1,0,1,0,"short","right",6,0,"0",0,0,0,3,3,1
"26916","JAX",57,705,1605,3405,"Half1",1,1,3,0,10,22,0,1,0,1,0,"deep","middle",18,-1,"0",0,0,0,3,3,1
"26918","OPP",93,687,1587,3387,"Half1",2,1,1,0,10,0,0,1,0,1,0,"short","right",13,-1,"0",0,0,0,3,3,0
"26920","OPP",86,640,1540,3340,"Half1",2,1,3,0,3,0,-7,1,0,1,0,NA,NA,NA,-1,"0",0,0,0,3,3,0
"26924","JAX",54,511,1411,3211,"Half1",3,1,3,0,4,60,15,1,0,1,0,"short","left",14,1,"0",0,0,0,3,3,1
"26925","OPP",39,468,1368,3168,"Half1",3,1,1,0,10,60,5,1,0,1,0,"short","right",3,2,"0",0,0,0,3,3,1
"26926","OPP",34,422,1322,3122,"Half1",3,1,2,0,5,60,34,1,0,1,0,"short","middle",13,21,"1",0,6,0,3,3,1
"26935","JAX",40,199,1099,2899,"Half1",4,1,2,0,13,76,14,1,0,1,0,"short","right",6,8,"0",-7,7,0,3,3,0
"26937","JAX",26,118,1018,2818,"Half1",4,1,2,0,10,76,0,1,0,1,0,"short","left",5,-1,"0",-7,7,0,3,3,0
"26938","JAX",26,115,1015,2815,"Half1",4,1,3,0,10,76,11,1,0,1,0,"short","middle",11,0,"0",-7,7,0,3,3,0
"26939","JAX",15,74,974,2774,"Half1",4,1,1,0,10,76,2,1,0,1,0,"short","middle",-4,6,"0",-7,7,0,3,3,0
"26943","JAX",75,35,935,2735,"Half1",5,1,1,0,10,5,9,1,0,1,0,"short","right",9,0,"0",0,7,7,3,3,1
"26948","JAX",61,811,811,2611,"Half1",5,2,2,0,8,5,0,1,0,1,0,"deep","left",17,-1,"0",0,7,7,3,3,1
"26949","JAX",61,806,806,2606,"Half1",5,2,3,0,8,5,-9,1,0,1,0,NA,NA,NA,-1,"0",0,7,7,3,3,1
"26951","OPP",70,757,757,2557,"Half1",6,2,1,0,10,54,0,1,0,1,0,"short","right",5,-1,"0",0,7,7,3,3,0
"26953","OPP",57,716,716,2516,"Half1",6,2,1,0,10,54,14,0,0,1,0,"short","right",14,0,"0",0,7,7,3,3,0
"26958","JAX",16,549,549,2349,"Half1",6,2,3,0,2,54,0,1,0,1,0,"short","left",0,0,"0",0,7,7,3,3,0
"26961","JAX",75,506,506,2306,"Half1",7,2,1,0,10,9,5,0,0,1,0,"short","right",3,2,"0",-3,7,10,3,3,1
"26962","JAX",70,468,468,2268,"Half1",7,2,2,0,5,9,1,1,0,1,0,"short","left",-6,7,"0",-3,7,10,3,3,1
"26963","JAX",69,422,422,2222,"Half1",7,2,3,0,4,9,3,1,0,1,0,"short","right",1,2,"0",-3,7,10,3,3,1
"26966","OPP",77,325,325,2125,"Half1",8,2,2,0,7,4,-9,1,0,1,0,NA,NA,NA,-1,"0",3,7,10,3,3,0
"26967","OPP",86,286,286,2086,"Half1",8,2,3,0,16,4,10,1,0,1,0,"short","left",7,3,"0",3,7,10,3,3,0
"26969","JAX",66,234,234,2034,"Half1",9,2,1,0,10,3,0,0,0,1,0,"deep","right",30,-1,"0",-3,7,10,2,3,1
"26970","JAX",66,229,229,2029,"Half1",9,2,2,0,10,3,3,1,0,1,0,"short","right",-4,7,"0",-3,7,10,2,3,1
"26971","JAX",63,199,199,1999,"Half1",9,2,3,0,7,3,0,1,1,1,0,"deep","middle",17,-1,"0",-3,7,10,2,3,1
"26973","OPP",85,187,187,1987,"Half1",10,2,1,0,10,8,0,0,0,1,0,"deep","right",17,-1,"0",3,7,10,2,3,0
"26975","OPP",78,138,138,1938,"Half1",10,2,3,0,3,8,3,1,0,1,0,"short","left",3,0,"0",3,7,10,2,3,0
"26977","OPP",75,120,120,1920,"Half1",10,2,1,0,10,8,7,1,0,1,0,"short","middle",5,2,"0",3,7,10,2,3,0
"26978","OPP",68,100,100,1900,"Half1",10,2,2,0,3,8,-7,1,0,1,0,NA,NA,NA,-1,"0",3,7,10,2,3,0
"26980","OPP",77,71,71,1871,"Half1",10,2,3,0,12,8,0,1,0,1,0,"deep","right",21,-1,"0",3,7,10,1,3,0
"26982","JAX",77,57,57,1857,"Half1",11,2,1,0,10,0,0,1,0,1,0,"deep","right",35,-1,"0",-3,7,10,1,3,1
"26984","JAX",45,41,41,1841,"Half1",12,2,1,0,10,19,6,1,0,1,0,"short","right",3,3,"0",3,7,10,1,3,0
"26986","JAX",39,33,33,1833,"Half1",12,2,2,0,4,19,0,1,0,1,0,"deep","right",37,-1,"0",3,7,10,1,2,0
"26988","JAX",39,28,28,1828,"Half1",12,2,3,0,4,19,0,1,0,1,0,"short","right",14,-1,"0",3,7,10,1,1,0
"26989","JAX",39,21,21,1821,"Half1",12,2,4,0,4,19,0,1,0,1,0,"short","left",4,-1,"0",3,7,10,1,1,0
"26990","JAX",61,17,17,1817,"Half1",13,2,1,0,10,31,12,1,0,1,0,"short","right",7,5,"0",-3,7,10,1,1,1
"26992","OPP",49,12,12,1812,"Half1",13,2,1,0,10,31,0,1,0,1,0,"deep","right",29,-1,"0",-3,7,10,0,1,1
"26993","OPP",49,7,7,1807,"Half1",13,2,2,0,10,31,1,1,0,1,0,"short","right",-3,4,"0",-3,7,10,0,1,1
"26994","OPP",48,2,2,1802,"Half1",13,2,3,0,9,31,18,1,0,1,0,"short","right",-2,20,"0",-3,7,10,0,1,1
"26997","OPP",77,896,1796,1796,"Half2",14,3,1,0,10,77,10,1,0,1,0,"short","right",6,4,"0",3,7,10,3,3,0
"27002","OPP",76,763,1663,1663,"Half2",14,3,3,0,19,77,31,1,0,1,0,"short","right",-3,34,"0",3,7,10,3,3,0
"27003","JAX",45,713,1613,1613,"Half2",14,3,1,0,10,77,17,0,0,1,0,"deep","left",17,0,"0",3,7,10,3,3,0
"27009","JAX",1,534,1434,1434,"Half2",14,3,4,1,1,77,1,0,0,1,0,"short","right",1,0,"2",3,7,16,3,2,0
"27013","JAX",77,499,1399,1399,"Half2",15,3,2,0,12,31,5,1,0,1,0,"short","right",5,0,"0",-10,7,17,3,2,1
"27014","JAX",72,459,1359,1359,"Half2",15,3,3,0,7,31,12,1,0,1,0,"short","right",12,0,"0",-10,7,17,3,2,1
"27016","JAX",60,373,1273,1273,"Half2",15,3,2,0,10,31,0,1,0,1,0,"deep","left",40,-1,"0",-10,7,17,3,2,1
"27017","JAX",60,367,1267,1267,"Half2",15,3,3,0,10,31,10,1,0,1,0,"short","right",0,10,"0",-10,7,17,3,2,1
"27019","OPP",49,289,1189,1189,"Half2",15,3,2,0,9,31,0,1,0,1,0,"short","right",4,-1,"0",-10,7,17,3,2,1
"27020","OPP",49,283,1183,1183,"Half2",15,3,3,0,9,31,5,1,0,1,0,"short","left",-3,8,"0",-10,7,17,3,2,1
"27021","OPP",44,238,1138,1138,"Half2",15,3,4,0,4,31,0,1,0,1,0,"short","left",14,-1,"0",-10,7,17,3,2,1
"27023","JAX",38,195,1095,1095,"Half2",16,3,1,0,10,56,19,1,0,1,0,"short","left",0,19,"0",10,7,17,3,2,0
"27025","JAX",21,113,1013,1013,"Half2",16,3,2,0,12,56,3,1,0,1,0,"short","right",-4,7,"0",10,7,17,3,2,0
"27030","JAX",75,58,958,958,"Half2",17,3,1,0,10,5,5,1,0,1,0,"short","right",-5,10,"0",-17,7,24,3,2,1
"27031","JAX",70,29,929,929,"Half2",17,3,2,0,5,5,0,1,1,1,0,"short","middle",12,-1,"0",-17,7,24,3,2,1
"27032","JAX",70,22,922,922,"Half2",17,3,3,0,5,5,0,1,0,1,0,"short","right",10,-1,"0",-17,7,24,3,2,1
"27034","OPP",29,7,907,907,"Half2",18,3,1,0,10,1,0,1,0,1,0,"short","right",4,-1,"0",-17,7,24,3,2,1
"27035","OPP",29,4,904,904,"Half2",18,3,2,0,10,1,1,1,0,1,0,"short","right",3,-2,"0",-17,7,24,3,2,1
"27037","OPP",28,900,900,900,"Half2",18,4,3,0,9,1,0,1,0,1,0,"deep","middle",16,-1,"0",-17,7,24,3,2,1
"27046","JAX",75,762,762,762,"Half2",20,4,1,0,10,16,5,1,0,1,0,"short","right",-4,9,"0",-24,7,31,3,1,1
"27047","JAX",70,733,733,733,"Half2",20,4,2,0,5,16,8,1,1,1,0,"short","middle",3,5,"0",-24,7,31,3,1,1
"27050","JAX",82,648,648,648,"Half2",20,4,1,0,30,16,7,1,0,1,0,"short","right",7,0,"0",-24,7,31,3,1,1
"27051","JAX",75,623,623,623,"Half2",20,4,2,0,23,16,7,1,1,1,0,"short","middle",3,4,"0",-24,7,31,3,1,1
"27052","JAX",68,591,591,591,"Half2",20,4,3,0,16,16,9,1,1,1,0,"short","right",6,3,"0",-24,7,31,3,1,1
"27060","OPP",51,274,274,274,"Half2",21,4,3,0,6,37,0,1,0,1,0,"deep","right",41,-1,"0",24,7,31,3,1,0
"27061","JAX",90,268,268,268,"Half2",22,4,1,0,10,90,8,1,0,1,0,"short","middle",6,2,"0",-24,7,31,3,1,1
"27062","JAX",82,233,233,233,"Half2",22,4,2,0,2,90,4,1,1,1,0,"short","left",0,4,"0",-24,7,31,3,1,1
"27063","JAX",78,229,229,229,"Half2",22,4,1,0,10,90,-8,1,0,1,0,NA,NA,NA,-1,"0",-24,7,31,3,1,1
"27064","JAX",86,194,194,194,"Half2",22,4,2,0,18,90,6,1,0,1,0,"short","middle",5,1,"0",-24,7,31,3,1,1
"27065","JAX",80,165,165,165,"Half2",22,4,3,0,12,90,24,1,1,1,0,"deep","left",20,4,"0",-24,7,31,3,1,1
"27066","JAX",56,158,158,158,"Half2",22,4,1,0,10,90,9,1,0,1,0,"short","left",-5,14,"0",-24,7,31,3,1,1
"27067","OPP",47,129,129,129,"Half2",22,4,2,0,1,90,14,1,0,1,0,"short","left",13,1,"0",-24,7,31,3,1,1
"27069","OPP",33,120,120,120,"Half2",22,4,1,0,10,90,0,1,0,1,0,"deep","right",25,-1,"0",-24,7,31,3,1,1
"27070","OPP",33,115,115,115,"Half2",22,4,2,0,10,90,8,1,0,1,0,"short","left",8,0,"0",-24,7,31,3,1,1
"27071","OPP",25,89,89,89,"Half2",22,4,3,0,2,90,5,1,1,1,0,"short","right",5,0,"0",-24,7,31,3,1,1
"27072","OPP",20,65,65,65,"Half2",22,4,1,0,10,90,20,1,1,1,0,"deep","right",20,0,"1",-24,13,31,3,1,1
"27073","OPP",2,59,59,59,"Half2",22,4,NA,0,0,90,0,0,0,1,0,NA,NA,NA,-1,"0",-18,13,31,3,1,1
"30664","JAX",68,809,1709,3509,"Half1",1,1,3,0,6,31,14,1,0,1,0,"short","left",4,10,"0",0,0,0,3,3,1
"30665","JAX",54,782,1682,3482,"Half1",1,1,1,0,10,31,0,1,0,1,0,"short","right",9,-1,"0",0,0,0,3,3,1
"30668","OPP",38,690,1590,3390,"Half1",1,1,2,0,9,31,10,1,0,1,0,"short","left",7,3,"0",0,0,0,3,3,1
"30671","OPP",33,581,1481,3281,"Half1",1,1,2,0,15,31,0,1,0,1,0,"deep","left",20,-1,"0",0,0,0,3,3,1
"30672","OPP",33,576,1476,3276,"Half1",1,1,3,0,15,31,-8,1,0,1,0,NA,NA,NA,-1,"0",0,0,0,3,3,1
"30676","OPP",67,468,1368,3168,"Half1",2,1,2,0,8,48,0,1,0,1,0,"short","middle",7,-1,"0",0,0,0,3,3,0
"30677","OPP",67,464,1364,3164,"Half1",2,1,3,0,8,48,24,1,0,1,0,"short","left",-7,31,"0",0,0,0,3,3,0
"30680","JAX",41,336,1236,3036,"Half1",2,1,3,0,8,48,0,1,0,1,0,"short","right",11,-1,"0",0,0,0,3,3,0
"30683","JAX",97,277,1177,2977,"Half1",3,1,2,0,13,3,6,1,0,1,0,"short","left",1,5,"0",0,0,0,3,3,1
"30684","JAX",91,250,1150,2950,"Half1",3,1,3,0,7,3,0,1,0,1,0,"deep","left",37,-1,"0",0,0,0,3,3,1
"30687","OPP",63,197,1097,2897,"Half1",4,1,2,0,10,46,19,0,1,1,0,"short","right",7,12,"0",0,0,0,3,3,0
"30689","JAX",41,139,1039,2839,"Half1",4,1,2,0,7,46,20,0,1,1,0,"short","right",1,19,"0",0,0,0,3,3,0
"30691","JAX",26,74,974,2774,"Half1",4,1,2,0,15,46,16,1,0,1,0,"short","left",-1,17,"0",0,0,0,3,3,0
"30692","JAX",20,64,964,2764,"Half1",4,1,2,0,9,46,8,1,0,1,0,"short","middle",7,1,"0",0,0,0,3,3,0
"30695","JAX",10,900,900,2700,"Half1",4,2,1,1,10,46,-7,0,0,1,0,NA,NA,NA,-1,"0",0,0,0,3,3,0
"30696","JAX",85,890,890,2690,"Half1",5,2,1,0,10,18,4,1,0,1,0,"short","left",-6,10,"0",0,0,0,3,3,1
"30700","JAX",77,738,738,2538,"Half1",5,2,2,0,14,18,7,1,0,1,0,"short","middle",5,2,"0",0,0,0,3,3,1
"30701","JAX",70,694,694,2494,"Half1",5,2,3,0,7,18,3,1,0,1,0,"short","middle",2,1,"0",0,0,0,3,3,1
"30706","OPP",56,513,513,2313,"Half1",6,2,3,0,4,73,6,1,0,1,0,"short","middle",5,1,"0",0,0,0,3,3,0
"30707","MID",50,469,469,2269,"Half1",6,2,1,0,10,73,5,0,0,1,0,"short","left",-2,7,"0",0,0,0,3,3,0
"30708","JAX",45,430,430,2230,"Half1",6,2,2,0,5,73,24,0,0,1,0,"short","middle",13,11,"0",0,0,0,3,3,0
"30713","JAX",73,342,342,2142,"Half1",7,2,2,0,8,44,27,0,0,1,0,"short","right",1,26,"0",-7,0,7,3,3,1
"30715","OPP",44,257,257,2057,"Half1",7,2,2,0,8,44,4,1,0,1,0,"short","right",4,0,"0",-7,0,7,3,3,1
"30716","OPP",40,214,214,2014,"Half1",7,2,3,0,4,44,12,1,0,1,0,"short","right",8,4,"0",-7,0,7,3,3,1
"30718","OPP",26,125,125,1925,"Half1",7,2,2,0,8,44,0,1,0,1,0,"short","middle",0,-1,"0",-7,0,7,3,3,1
"30721","OPP",31,120,120,1920,"Half1",7,2,3,0,13,44,0,1,0,1,0,"deep","right",26,-1,"0",-7,0,7,3,3,1
"30725","OPP",70,89,89,1889,"Half1",8,2,2,0,5,5,0,1,1,1,0,"short","left",0,-1,"0",4,3,7,3,3,0
"30726","OPP",70,84,84,1884,"Half1",8,2,3,0,5,5,0,1,0,1,0,"deep","right",45,-1,"0",4,3,7,3,3,0
"30728","JAX",79,67,67,1867,"Half1",9,2,1,0,10,17,6,1,0,1,0,"short","right",5,1,"0",-4,3,7,3,3,1
"30729","JAX",73,44,44,1844,"Half1",9,2,2,0,4,17,9,1,1,1,0,"short","left",9,0,"0",-4,3,7,3,3,1
"30732","JAX",62,32,32,1832,"Half1",9,2,2,0,8,17,0,1,0,1,0,"short","right",14,-1,"0",-4,3,7,2,3,1
"30733","JAX",62,27,27,1827,"Half1",9,2,3,0,8,17,0,1,0,1,0,"short","left",4,-1,"0",-4,3,7,2,3,1
"30739","OPP",59,848,1748,1748,"Half2",11,3,2,0,5,64,6,1,0,1,0,"short","middle",5,1,"0",4,3,7,3,3,0
"30740","OPP",53,823,1723,1723,"Half2",11,3,1,0,10,64,36,0,0,1,0,"deep","right",20,16,"0",4,3,7,3,3,0
"30742","JAX",1,796,1696,1696,"Half2",11,3,1,1,1,64,1,0,0,1,0,"short","right",1,0,"2",4,3,13,3,3,0
"30746","JAX",82,748,1648,1648,"Half2",12,3,2,0,9,4,2,0,0,1,0,"short","right",-1,3,"0",-11,3,14,3,3,1
"30747","JAX",80,700,1600,1600,"Half2",12,3,3,0,7,4,1,1,0,1,0,"short","left",-1,2,"0",-11,3,14,3,3,1
"30757","JAX",62,543,1443,1443,"Half2",16,3,3,0,2,8,0,1,0,1,0,"short","right",0,0,"0",-25,3,28,3,3,1
"30761","OPP",65,427,1327,1327,"Half2",17,3,1,0,10,80,65,0,1,1,0,"short","middle",13,52,"2",25,3,34,3,3,0
"30764","JAX",74,410,1310,1310,"Half2",18,3,1,0,10,74,4,1,0,1,0,"short","middle",4,0,"0",-32,3,35,3,3,1
"30766","JAX",65,381,1281,1281,"Half2",18,3,1,0,10,74,7,1,0,1,0,"short","left",-3,10,"0",-32,3,35,3,3,1
"30767","JAX",58,352,1252,1252,"Half2",18,3,2,0,3,74,0,1,1,1,0,"deep","left",42,-1,"0",-32,3,35,3,3,1
"30769","JAX",53,321,1221,1221,"Half2",18,3,1,0,10,74,21,1,0,1,0,"deep","middle",19,2,"0",-32,3,35,3,3,1
"30770","OPP",32,294,1194,1194,"Half2",18,3,1,0,10,74,0,1,1,1,0,"short","right",-2,2,"0",-32,3,35,3,3,1
"30771","OPP",32,264,1164,1164,"Half2",18,3,2,0,10,74,14,1,1,1,0,"short","left",14,0,"0",-32,3,35,3,3,1
"30772","OPP",18,244,1144,1144,"Half2",18,3,1,0,10,74,4,1,1,1,0,"short","left",0,4,"0",-32,3,35,3,3,1
"30773","OPP",14,216,1116,1116,"Half2",18,3,2,0,6,74,4,1,1,1,0,"short","left",-2,6,"0",-32,3,35,3,3,1
"30774","OPP",10,183,1083,1083,"Half2",18,3,3,0,2,74,0,1,0,1,0,"short","right",10,-1,"0",-32,3,35,3,3,1
"30775","OPP",10,176,1076,1076,"Half2",18,3,4,0,2,74,9,1,0,1,0,"short","left",-1,10,"0",-32,3,35,3,3,1
"30778","OPP",7,143,1043,1043,"Half2",18,3,NA,0,0,74,2,0,0,1,0,NA,NA,NA,-1,"0",-26,11,35,3,3,1
"30781","OPP",67,105,1005,1005,"Half2",19,3,2,0,2,31,14,0,0,1,0,"short","left",12,2,"0",24,11,35,3,3,0
"30786","JAX",56,887,887,887,"Half2",20,4,1,0,10,56,9,1,0,1,0,"short","right",9,0,"0",-24,11,35,3,3,1
"30789","OPP",18,791,791,791,"Half2",20,4,1,0,10,56,12,1,1,1,0,"short","right",10,2,"0",-24,11,35,3,3,1
"30793","OPP",2,710,710,710,"Half2",20,4,NA,0,0,56,0,0,0,1,0,NA,NA,NA,-1,"0",-18,17,35,3,3,1
"30795","JAX",40,710,710,710,"Half2",21,4,1,0,10,40,15,0,0,1,0,"short","left",0,15,"0",18,17,35,3,3,0
"30801","JAX",88,579,579,579,"Half2",22,4,1,0,10,56,3,1,0,1,0,"short","left",-2,5,"0",-25,17,42,3,3,1
"30802","JAX",85,546,546,546,"Half2",22,4,2,0,7,56,-6,1,0,1,0,NA,NA,NA,-1,"0",-25,17,42,3,3,1
"30803","JAX",91,510,510,510,"Half2",22,4,3,0,13,56,16,1,1,1,0,"deep","left",16,0,"0",-25,17,42,3,3,1
"30804","JAX",75,481,481,481,"Half2",22,4,1,0,10,56,5,1,1,1,0,"short","right",0,5,"0",-25,17,42,3,3,1
"30805","JAX",70,448,448,448,"Half2",22,4,2,0,5,56,0,1,1,1,0,"short","right",2,-1,"0",-25,17,42,3,3,1
"30806","JAX",70,444,444,444,"Half2",22,4,3,0,5,56,15,1,0,1,0,"short","middle",13,2,"0",-25,17,42,3,3,1
"30807","OPP",40,420,420,420,"Half2",22,4,1,0,10,56,6,1,0,1,0,"short","right",3,3,"0",-25,17,42,3,3,1
"30810","OPP",22,333,333,333,"Half2",22,4,1,0,10,56,0,1,1,1,0,"short","right",-5,-1,"0",-25,17,42,3,3,1
