"","side_of_field","yardline_100","quarter_seconds_remaining","half_seconds_remaining","game_seconds_remaining","game_half","drive","qtr","down","goal_to_go","ydstogo","ydsnet","yards_gained","shotgun","no_huddle","qb_dropback","qb_scramble","run_location","run_gap","td_team","score_differential","jax_score","opp_score","jax_timeouts_remaining","opp_timeouts_remaining","offensive_play"
"1075","0",75,896,1796,3596,"1",1,1,1,0,10,75,-1,1,0,0,0,"1","3","0",0,0,0,3,3,0
"1080","2",75,804,1704,3504,"1",2,1,1,0,10,6,-1,1,0,0,0,"0","0","0",-7,0,7,3,3,1
"1086","2",16,623,1523,3323,"1",3,1,1,0,10,70,5,1,0,0,0,"2","0","0",7,0,7,3,3,0
"1096","0",37,379,1279,3079,"1",4,1,1,0,10,75,2,0,0,0,0,"1","3","0",-10,0,10,3,3,1
"1103","0",72,278,1178,2978,"1",5,1,2,0,2,80,13,0,0,0,0,"0","0","0",3,7,10,3,3,0
"1104","0",59,239,1139,2939,"1",5,1,1,0,10,80,2,1,0,0,0,"1","3","0",3,7,10,3,3,0
"1109","2",75,156,1056,2856,"1",6,1,1,0,10,56,5,0,0,0,0,"1","3","0",-10,7,17,3,3,1
"1111","2",62,82,982,2782,"1",6,1,1,0,10,56,12,0,0,0,0,"0","0","0",-10,7,17,3,3,1
"1112","1",50,37,937,2737,"1",6,1,1,0,10,56,3,0,0,0,0,"1","3","0",-10,7,17,3,3,1
"1117","0",33,781,781,2581,"1",6,2,2,0,16,56,3,0,0,0,0,"1","3","0",-10,7,17,3,3,1
"1122","2",34,657,657,2457,"1",7,2,1,0,10,68,3,0,0,0,0,"2","0","0",7,10,17,3,3,0
"1125","2",9,576,576,2376,"1",7,2,2,1,9,68,2,1,0,0,0,"2","0","0",7,10,17,3,3,0
"1133","0",18,357,357,2157,"1",8,2,2,1,18,70,6,1,0,1,1,"2","0","0",-10,10,20,3,3,1
"1139","0",52,182,182,1982,"1",9,2,2,0,5,47,4,1,0,0,0,"1","3","0",7,13,20,3,3,0
"1140","2",48,149,149,1949,"1",9,2,3,0,1,47,4,0,0,0,0,"1","3","0",7,13,20,3,3,0
"1156","2",75,900,1800,1800,"2",11,3,1,0,10,49,6,0,0,0,0,"2","0","0",-10,13,23,3,3,1
"1158","2",69,836,1736,1736,"2",11,3,2,0,4,49,1,0,0,0,0,"1","3","0",-10,13,23,3,3,1
"1162","0",48,682,1582,1582,"2",11,3,3,0,2,49,14,1,0,0,0,"1","3","0",-10,13,23,3,3,1
"1163","0",34,637,1537,1537,"2",11,3,1,0,10,49,6,0,0,0,0,"1","3","0",-10,13,23,3,3,1
"1164","0",28,588,1488,1488,"2",11,3,2,0,4,49,2,0,0,0,0,"1","3","0",-10,13,23,3,3,1
"1166","0",60,530,1430,1430,"2",12,3,1,0,10,60,1,1,0,0,0,"0","0","0",10,13,23,3,3,0
"1169","0",51,452,1352,1352,"2",12,3,3,0,1,60,2,0,0,0,0,"1","3","0",10,13,23,2,3,0
"1171","2",40,371,1271,1271,"2",12,3,2,0,1,60,2,1,0,0,0,"1","3","0",10,13,23,2,3,0
"1172","2",38,336,1236,1236,"2",12,3,1,0,10,60,0,1,0,0,0,"1","3","0",10,13,23,2,3,0
"1180","2",1,148,1048,1048,"2",12,3,1,1,1,60,1,1,0,0,0,"1","3","2",10,13,29,2,3,0
"1186","2",91,63,963,963,"2",13,3,3,0,23,-3,10,1,0,0,0,"1","3","0",-17,13,30,2,3,1
"1190","0",60,900,900,900,"2",14,4,2,0,3,67,3,1,0,0,0,"0","0","0",17,13,30,2,3,0
"1191","0",57,857,857,857,"2",14,4,1,0,10,67,31,1,0,0,0,"0","0","0",17,13,30,2,3,0
"1192","2",26,814,814,814,"2",14,4,1,0,10,67,-1,1,0,0,0,"0","0","0",17,13,30,2,3,0
"1197","2",8,700,700,700,"2",14,4,1,1,8,67,5,1,0,0,0,"1","3","0",17,13,30,2,3,0
"1201","2",79,649,649,649,"2",15,4,1,0,10,79,2,1,0,0,0,"2","0","0",-24,13,37,2,3,1
"1204","0",30,548,548,548,"2",15,4,1,0,10,79,7,1,1,0,0,"1","3","0",-24,13,37,2,3,1
"1205","0",23,517,517,517,"2",15,4,2,0,3,79,3,1,1,0,0,"1","3","0",-24,13,37,2,3,1
"1210","2",46,447,447,447,"2",16,4,1,0,10,-5,0,1,0,0,0,"1","3","0",18,19,37,2,3,0
"1211","2",46,428,428,428,"2",16,4,2,0,10,-5,2,1,0,0,0,"1","3","0",18,19,37,2,3,0
"1216","2",12,314,314,314,"2",18,4,1,0,10,-5,4,0,0,0,0,"1","3","0",18,19,37,2,3,0
"1217","2",8,269,269,269,"2",18,4,2,0,6,-5,1,0,0,0,0,"1","3","0",18,19,37,2,3,0
"1233","2",47,113,113,113,"2",20,4,1,0,10,30,19,0,0,0,0,"1","3","0",14,26,40,2,2,0
"1235","2",28,100,100,100,"2",20,4,1,0,10,30,6,0,0,0,0,"1","3","0",14,26,40,2,1,0
"1237","2",22,92,92,92,"2",20,4,2,0,4,30,3,0,0,0,0,"1","3","0",14,26,40,1,1,0
"1239","2",19,85,85,85,"2",20,4,3,0,1,30,3,0,0,0,0,"1","3","0",14,26,40,0,1,0
"4460","2",75,900,1800,3600,"1",1,1,1,0,10,9,3,1,0,0,0,"0","2","0",0,0,0,3,3,1
"4462","2",63,837,1737,3537,"1",1,1,1,0,10,9,1,0,0,0,0,"1","3","0",0,0,0,3,3,1
"4466","0",83,712,1612,3412,"1",2,1,1,0,10,9,6,0,0,0,0,"0","1","0",0,0,0,3,3,0
"4470","2",74,630,1530,3330,"1",3,1,1,0,10,5,3,1,0,1,1,"1","3","0",0,0,0,3,3,1
"4471","2",71,595,1495,3295,"1",3,1,2,0,7,5,2,0,0,0,0,"0","1","0",0,0,0,3,3,1
"4475","0",86,518,1418,3218,"1",4,1,2,0,4,71,6,0,0,0,0,"0","1","0",0,0,0,3,3,0
"4477","0",74,451,1351,3151,"1",4,1,2,0,9,71,7,1,0,0,0,"2","2","0",0,0,0,3,3,0
"4480","0",61,365,1265,3065,"1",4,1,2,0,10,71,8,1,0,0,0,"1","3","0",0,0,0,3,3,0
"4483","2",37,255,1155,2955,"1",4,1,1,0,10,71,4,1,0,0,0,"2","2","0",0,0,0,3,3,0
"4486","2",26,163,1063,2863,"1",4,1,2,0,10,71,5,1,0,0,0,"0","2","0",0,0,0,3,3,0
"4490","2",85,108,1008,2808,"1",5,1,1,0,10,29,1,0,0,0,0,"2","2","0",-3,0,3,3,3,1
"4492","2",84,63,963,2763,"1",5,1,3,0,9,29,21,1,0,1,1,"2","0","0",-3,0,3,3,3,1
"4495","2",67,900,900,2700,"1",5,2,2,0,19,29,2,1,0,1,1,"1","3","0",-3,0,3,3,3,1
"4499","0",64,790,790,2590,"1",6,2,1,0,10,23,3,1,0,0,0,"2","2","0",3,0,3,3,3,0
"4503","2",85,694,694,2494,"1",7,2,1,0,10,4,2,0,0,0,0,"2","2","0",-3,0,3,3,3,1
"4507","0",67,596,596,2396,"1",8,2,1,0,10,-8,0,0,0,0,0,"0","2","0",3,0,3,3,3,0
"4512","2",62,478,478,2278,"1",9,2,2,0,3,47,10,0,0,0,0,"0","0","0",-3,0,3,3,3,1
"4514","0",43,427,427,2227,"1",9,2,2,0,1,47,4,1,0,0,0,"0","2","0",-3,0,3,3,3,1
"4519","0",37,285,285,2085,"1",9,2,2,0,19,47,14,0,0,0,0,"1","3","0",-3,0,3,3,3,1
"4523","0",75,197,197,1997,"1",10,2,1,0,10,71,14,1,0,0,0,"0","2","0",0,3,3,3,3,0
"4529","0",51,86,86,1886,"1",10,2,1,0,10,71,5,0,0,0,0,"2","0","0",0,3,3,3,3,0
"4532","2",39,22,22,1822,"1",10,2,1,0,10,71,4,1,0,1,1,"2","1","0",0,3,3,3,3,0
"4541","0",66,872,1772,1772,"2",11,3,2,0,1,15,3,1,0,0,0,"0","2","0",3,3,6,3,3,0
"4544","0",79,759,1659,1659,"2",11,3,3,0,26,15,19,1,0,0,0,"0","2","0",3,3,6,3,3,0
"4546","2",75,712,1612,1612,"2",12,3,1,0,10,16,1,0,0,0,0,"0","0","0",-3,3,6,3,3,1
"4548","2",64,631,1531,1531,"2",12,3,1,0,10,16,2,0,0,0,0,"1","3","0",-3,3,6,3,3,1
"4553","0",81,498,1398,1398,"2",13,3,2,0,3,15,5,0,0,0,0,"2","2","0",3,3,6,3,3,0
"4555","0",76,457,1357,1357,"2",13,3,2,0,10,15,3,1,0,0,0,"2","1","0",3,3,6,3,3,0
"4560","0",43,342,1242,1242,"2",14,3,2,0,3,16,2,1,0,0,0,"0","1","0",-3,3,6,3,3,1
"4563","2",56,257,1157,1157,"2",14,3,3,0,16,16,8,1,0,1,1,"1","3","0",-3,3,6,3,3,1
"4565","0",99,216,1116,1116,"2",15,3,1,0,10,30,8,0,0,0,0,"1","3","0",3,3,6,3,3,0
"4566","0",91,183,1083,1083,"2",15,3,2,0,2,30,1,0,0,0,0,"2","1","0",3,3,6,3,3,0
"4567","0",90,143,1043,1043,"2",15,3,3,0,1,30,5,1,0,0,0,"1","3","0",3,3,6,3,3,0
"4568","0",85,111,1011,1011,"2",15,3,1,0,10,30,7,1,0,0,0,"0","2","0",3,3,6,3,3,0
"4569","0",78,70,970,970,"2",15,3,2,0,3,30,2,0,0,0,0,"2","1","0",3,3,6,3,3,0
"4570","0",76,27,927,927,"2",15,3,3,0,1,30,2,1,0,0,0,"1","3","0",3,3,6,3,3,0
"4572","0",74,900,900,900,"2",15,4,1,0,10,30,-4,1,0,0,0,"0","0","0",3,3,6,3,3,0
"4579","2",11,773,773,773,"2",17,4,2,0,10,11,8,1,0,0,0,"1","3","0",3,3,6,3,3,0
"4580","2",3,733,733,733,"2",17,4,3,0,2,11,1,1,0,0,0,"0","2","0",3,3,6,3,3,0
"4581","2",2,701,701,701,"2",17,4,4,0,1,11,2,1,0,0,0,"1","3","2",3,3,12,3,3,0
"4584","2",75,695,695,695,"2",18,4,1,0,10,61,0,1,0,0,0,"0","1","0",-10,3,13,3,3,1
"4597","0",75,361,361,361,"2",19,4,1,0,10,2,1,0,0,0,0,"1","3","0",7,6,13,2,3,0
"4599","0",65,283,283,283,"2",19,4,1,0,10,2,1,1,0,0,0,"1","3","0",7,6,13,2,3,0
"4602","0",74,231,231,231,"2",19,4,3,0,19,2,1,1,0,0,0,"2","1","0",7,6,13,2,3,0
"4605","2",68,216,216,216,"2",20,4,1,0,10,68,4,1,0,0,0,"2","2","0",-7,6,13,1,3,1
"4607","2",59,180,180,180,"2",20,4,3,0,1,68,0,1,0,0,0,"2","2","0",-7,6,13,1,3,1
"4608","2",59,139,139,139,"2",20,4,4,0,1,68,1,0,0,0,0,"1","3","0",-7,6,13,1,2,1
"4617","0",31,52,52,52,"2",20,4,4,0,10,68,18,1,0,1,1,"2","0","0",-7,6,13,1,2,1
"4620","0",8,42,42,42,"2",20,4,1,0,5,68,4,1,0,1,1,"2","0","0",-7,6,13,0,2,1
"5699","2",85,875,1775,3575,"1",1,1,1,0,20,9,4,1,0,1,1,"1","3","0",0,0,0,3,3,1
"5706","0",75,782,1682,3482,"1",3,1,1,0,10,4,2,0,0,0,0,"2","0","0",-7,7,0,3,3,0
"5707","0",73,744,1644,3444,"1",3,1,2,0,8,4,8,0,0,0,0,"1","3","0",-7,7,0,3,3,0
"5710","0",75,660,1560,3360,"1",3,1,2,0,20,4,4,1,0,0,0,"1","3","0",-7,7,0,3,3,0
"5714","2",56,566,1466,3266,"1",4,1,2,0,4,62,5,0,0,0,0,"1","3","0",7,7,0,3,3,1
"5716","0",23,481,1381,3181,"1",4,1,1,0,10,62,-3,0,0,0,0,"1","3","0",7,7,0,3,3,1
"5717","0",26,444,1344,3144,"1",4,1,2,0,13,62,4,0,0,0,0,"2","0","0",7,7,0,3,3,1
"5721","0",74,386,1286,3086,"1",5,1,1,0,10,28,4,0,0,0,0,"1","3","0",-14,14,0,3,3,0
"5723","2",47,302,1202,3002,"1",5,1,1,0,10,28,1,0,0,0,0,"1","3","0",-14,14,0,3,3,0
"5728","2",83,160,1060,2860,"1",6,1,2,0,8,0,-7,0,0,0,0,"0","0","0",14,14,0,3,3,1
"5732","2",26,63,963,2763,"1",7,1,1,0,10,10,1,0,0,0,0,"0","0","0",-14,14,0,3,3,0
"5734","2",35,38,938,2738,"1",7,1,2,0,19,10,-5,0,0,0,0,"0","0","0",-14,14,0,3,3,0
"5738","2",85,856,856,2656,"1",8,2,1,0,10,32,0,0,0,0,0,"1","3","0",14,14,0,3,3,1
"5741","2",59,769,769,2569,"1",8,2,1,0,10,32,-4,0,0,0,0,"2","0","0",14,14,0,3,3,1
"5743","2",63,723,723,2523,"1",8,2,3,0,14,32,10,1,0,1,1,"2","1","0",14,14,0,3,3,1
"5745","0",67,689,689,2489,"1",9,2,1,0,10,4,4,0,0,0,0,"1","3","0",-14,14,0,3,3,0
"5751","2",89,570,570,2370,"1",10,2,2,0,19,4,5,1,0,1,1,"1","3","0",14,14,0,3,3,1
"5755","0",79,472,472,2272,"1",11,2,2,0,10,22,7,0,0,0,0,"2","0","0",-14,14,0,3,3,0
"5756","0",82,444,444,2244,"1",11,2,2,0,13,22,12,1,0,1,1,"2","0","0",-14,14,0,3,3,0
"5758","0",70,426,426,2226,"1",11,2,3,0,1,22,3,0,0,0,0,"1","3","0",-14,14,0,2,3,0
"5759","0",67,385,385,2185,"1",11,2,1,0,10,22,8,0,0,0,0,"0","0","0",-14,14,0,2,3,0
"5760","0",59,342,342,2142,"1",11,2,2,0,2,22,1,1,0,0,0,"1","3","0",-14,14,0,2,3,0
"5761","0",58,306,306,2106,"1",11,2,3,0,1,22,2,0,0,0,0,"1","3","0",-14,14,0,2,3,0
"5790","0",61,819,1719,1719,"2",15,3,1,0,10,55,-1,0,0,0,0,"2","0","0",-14,14,0,3,3,0
"5793","2",15,736,1636,1636,"2",15,3,1,0,10,55,4,1,0,0,0,"1","3","0",-14,14,0,3,3,0
"5798","0",43,644,1544,1544,"2",16,3,1,0,10,58,0,0,0,0,0,"1","3","0",14,14,0,3,3,1
"5800","0",28,560,1460,1460,"2",16,3,1,0,10,58,4,0,0,0,0,"1","3","0",14,14,0,3,3,1
"5801","0",24,517,1417,1417,"2",16,3,2,0,6,58,2,0,0,0,0,"1","3","0",14,14,0,3,3,1
"5805","0",75,474,1374,1374,"2",17,3,1,0,10,28,0,0,0,0,0,"1","3","0",-17,17,0,3,3,0
"5806","0",75,434,1334,1334,"2",17,3,2,0,10,28,11,0,0,0,0,"0","2","0",-17,17,0,3,3,0
"5807","0",64,399,1299,1299,"2",17,3,1,0,10,28,2,0,1,0,0,"0","0","0",-17,17,0,3,3,0
"5810","0",54,269,1169,1169,"2",17,3,1,0,10,28,1,1,0,0,0,"1","3","0",-17,17,0,3,3,0
"5813","2",40,195,1095,1095,"2",17,3,1,0,10,28,-1,0,0,0,0,"0","0","0",-17,17,0,3,3,0
"5818","2",77,25,925,925,"2",18,3,2,0,7,3,0,0,0,0,0,"1","3","0",17,17,0,3,3,1
"5828","2",10,742,742,742,"2",19,4,1,1,10,66,9,0,0,1,1,"2","0","0",-17,17,0,3,3,0
"5829","2",1,728,728,728,"2",19,4,1,1,1,66,1,0,0,0,0,"0","0","2",-17,17,6,3,3,0
"5835","0",45,668,668,668,"2",20,4,1,0,10,45,0,0,0,0,0,"1","3","0",10,17,7,3,3,1
"5838","0",33,569,569,569,"2",20,4,1,0,10,45,-5,0,0,0,0,"2","0","0",10,17,7,3,3,1
"5843","0",75,454,454,454,"2",21,4,1,0,10,-7,7,1,0,1,1,"0","0","0",-13,20,7,3,3,0
"5845","0",61,401,401,401,"2",21,4,1,0,10,-7,1,1,0,1,1,"2","0","0",-13,20,7,3,3,0
"5850","2",78,278,278,278,"2",22,4,1,0,10,74,69,0,0,0,0,"1","3","0",13,20,7,3,3,1
"5851","0",9,222,222,222,"2",22,4,1,1,9,74,2,0,0,0,0,"1","3","0",13,20,7,3,3,1
"5853","0",7,217,217,217,"2",22,4,2,1,7,74,0,0,0,0,0,"2","0","0",13,20,7,3,2,1
"5855","0",7,213,213,213,"2",22,4,3,1,7,74,3,0,0,0,0,"1","3","0",13,20,7,3,1,1
"5858","0",96,203,203,203,"2",23,4,1,0,10,81,5,0,0,0,0,"1","3","0",-13,20,7,3,0,0
"10700","0",65,858,1758,3558,"1",1,1,1,0,10,39,2,0,0,0,0,"1","3","0",0,0,0,3,3,0
"10705","2",40,698,1598,3398,"1",1,1,3,0,2,39,1,0,0,0,0,"0","0","0",0,0,0,3,3,0
"10707","2",99,666,1566,3366,"1",2,1,1,0,10,3,2,0,0,0,0,"1","3","0",0,0,0,3,3,1
"10708","2",97,625,1525,3325,"1",2,1,2,0,8,3,4,0,0,0,0,"0","1","0",0,0,0,3,3,1
"10712","0",53,547,1447,3247,"1",3,1,1,0,10,53,28,1,0,0,0,"2","1","0",0,0,0,3,3,0
"10717","2",68,461,1361,3161,"1",4,1,2,0,3,68,3,0,0,0,0,"1","3","0",-7,0,7,3,3,1
"10719","0",46,385,1285,3085,"1",4,1,1,0,10,68,1,0,0,0,0,"2","2","0",-7,0,7,3,3,1
"10720","0",45,340,1240,3040,"1",4,1,2,0,9,68,10,1,0,0,0,"0","1","0",-7,0,7,3,3,1
"10722","0",11,280,1180,2980,"1",4,1,1,0,10,68,3,1,0,0,0,"0","2","0",-7,0,7,3,3,1
"10727","0",74,186,1086,2886,"1",5,1,1,0,10,-1,4,1,0,0,0,"2","0","0",4,3,7,3,3,0
"10736","0",69,71,971,2771,"1",7,1,1,0,10,69,3,0,0,0,0,"1","3","0",4,3,7,3,3,0
"10745","2",75,819,819,2619,"1",8,2,1,0,10,12,11,0,0,0,0,"0","1","0",-11,3,14,3,3,1
"10746","2",64,779,779,2579,"1",8,2,1,0,10,12,1,0,0,0,0,"0","2","0",-11,3,14,3,3,1
"10751","0",93,708,708,2508,"1",9,2,2,0,10,2,2,0,0,0,0,"0","2","0",11,3,14,3,3,0
"10754","2",55,660,660,2460,"1",10,2,1,0,10,-7,1,1,0,0,0,"0","0","0",-11,3,14,3,3,1
"10755","2",54,628,628,2428,"1",10,2,2,0,9,-7,4,1,0,0,0,"1","3","0",-11,3,14,3,3,1
"10759","0",64,523,523,2323,"1",11,2,1,0,10,49,3,0,0,0,0,"2","2","0",11,3,14,3,3,0
"10760","0",61,490,490,2290,"1",11,2,2,0,7,49,6,1,0,0,0,"2","1","0",11,3,14,3,3,0
"10761","0",55,451,451,2251,"1",11,2,3,0,1,49,2,0,0,0,0,"1","3","0",11,3,14,3,3,0
"10776","0",76,141,141,1941,"1",13,2,1,0,10,43,7,0,0,0,0,"2","1","0",14,3,17,3,3,0
"10778","0",69,120,120,1920,"1",13,2,2,0,3,43,2,1,0,0,0,"1","3","0",14,3,17,3,3,0
"10798","2",75,900,1800,1800,"2",16,3,1,0,10,75,13,0,0,0,0,"0","1","0",-11,6,17,3,3,1
"10799","2",62,863,1763,1763,"2",16,3,1,0,10,75,8,0,0,0,0,"1","3","0",-11,6,17,3,3,1
"10800","2",54,823,1723,1723,"2",16,3,2,0,2,75,6,0,0,0,0,"1","3","0",-11,6,17,3,3,1
"10801","0",48,784,1684,1684,"2",16,3,1,0,10,75,2,0,0,0,0,"2","0","0",-11,6,17,3,3,1
"10804","2",51,718,1618,1618,"2",16,3,1,0,10,75,5,0,0,0,0,"1","3","0",-11,6,17,3,3,1
"10809","0",24,534,1434,1434,"2",16,3,1,0,10,75,6,0,0,0,0,"0","1","0",-11,6,17,3,3,1
"10810","0",18,495,1395,1395,"2",16,3,2,0,4,75,3,0,0,0,0,"1","3","0",-11,6,17,3,3,1
"10811","0",15,451,1351,1351,"2",16,3,3,0,1,75,0,0,0,0,0,"1","3","0",-11,6,17,3,3,1
"10812","0",15,416,1316,1316,"2",16,3,4,0,1,75,2,0,0,0,0,"2","2","0",-11,6,17,3,3,1
"10813","0",13,375,1275,1275,"2",16,3,1,0,10,75,2,0,0,0,0,"0","1","0",-11,6,17,3,3,1
"10814","0",11,331,1231,1231,"2",16,3,2,0,8,75,4,0,0,0,0,"1","3","0",-11,6,17,3,3,1
"10818","0",80,269,1169,1169,"2",17,3,1,0,10,6,0,0,0,0,0,"2","2","0",4,13,17,3,3,0
"10822","2",93,177,1077,1077,"2",18,3,1,0,10,93,81,0,0,0,0,"0","1","0",-4,13,17,3,3,1
"10824","0",22,101,1001,1001,"2",18,3,1,0,20,93,4,0,0,0,0,"2","2","0",-4,13,17,3,3,1
"10829","0",60,65,965,965,"2",19,3,1,0,10,17,2,0,0,0,0,"2","0","0",-3,20,17,3,3,0
"10834","2",89,16,916,916,"2",20,3,1,0,15,9,13,0,0,0,0,"0","2","0",3,20,17,3,3,1
"10836","2",76,900,900,900,"2",20,4,2,0,2,9,3,0,0,0,0,"1","3","0",3,20,17,3,3,1
"10838","2",73,852,852,852,"2",20,4,2,0,10,9,11,0,0,0,0,"0","0","0",3,20,17,3,3,1
"10839","2",62,817,817,817,"2",20,4,1,0,10,9,4,0,0,0,0,"0","1","0",3,20,17,3,3,1
"10845","2",44,652,652,652,"2",21,4,1,0,10,22,2,0,0,0,0,"2","1","0",-3,20,17,3,3,0
"10850","2",91,556,556,556,"2",22,4,2,0,7,78,26,0,0,0,0,"0","1","0",3,20,17,3,3,1
"10851","2",65,510,510,510,"2",22,4,1,0,10,78,2,0,0,0,0,"1","3","0",3,20,17,3,3,1
"10852","2",63,468,468,468,"2",22,4,2,0,8,78,4,0,0,0,0,"0","2","0",3,20,17,3,3,1
"10854","2",54,379,379,379,"2",22,4,1,0,10,78,16,0,0,0,0,"0","1","0",3,20,17,3,3,1
"10855","0",38,332,332,332,"2",22,4,1,0,10,78,3,0,0,0,0,"2","2","0",3,20,17,3,3,1
"10856","0",35,289,289,289,"2",22,4,2,0,7,78,3,0,0,0,0,"0","2","0",3,20,17,3,3,1
"10858","0",19,200,200,200,"2",22,4,1,0,10,78,2,0,0,0,0,"0","0","0",3,20,17,3,3,1
"10860","0",17,191,191,191,"2",22,4,2,0,8,78,1,0,0,0,0,"2","0","0",3,20,17,3,2,1
"10870","2",30,113,113,113,"2",23,4,2,0,8,75,5,1,0,0,0,"2","0","0",-6,23,17,2,1,0
"10878","0",27,68,68,68,"2",24,4,1,0,10,60,0,0,0,0,0,"0","0","0",-1,23,24,2,1,1
"10881","0",20,50,50,50,"2",24,4,1,1,20,60,3,1,0,0,0,"0","1","0",-1,23,24,2,1,1
"10883","0",17,45,45,45,"2",24,4,2,1,17,60,2,1,0,0,0,"1","3","0",-1,23,24,2,0,1
"11403","0",78,894,1794,3594,"1",1,1,1,0,10,78,16,0,0,0,0,"0","0","0",0,0,0,3,3,0
"11405","2",47,839,1739,3539,"1",1,1,1,0,10,78,6,1,0,0,0,"2","2","0",0,0,0,3,3,0
"11408","2",30,737,1637,3437,"1",1,1,1,0,10,78,5,1,0,0,0,"0","2","0",0,0,0,3,3,0
"11412","2",5,569,1469,3269,"1",1,1,1,1,5,78,5,1,0,0,0,"2","0","2",0,0,6,3,3,0
"11416","2",55,535,1435,3235,"1",2,1,1,0,10,75,3,0,0,0,0,"1","3","0",-7,0,7,3,3,1
"11422","0",68,419,1319,3119,"1",3,1,2,0,3,11,4,1,0,0,0,"0","1","0",0,7,7,3,3,0
"11428","2",70,373,1273,3073,"1",4,1,1,0,5,1,1,0,0,0,0,"2","0","0",0,7,7,3,3,1
"11433","0",86,301,1201,3001,"1",5,1,1,0,10,8,-2,0,0,0,0,"0","2","0",0,7,7,3,3,0
"11438","2",24,206,1106,2906,"1",7,1,1,0,10,24,5,1,0,0,0,"2","1","0",0,7,7,3,3,0
"11445","2",63,77,977,2777,"1",8,1,1,0,10,31,14,0,0,0,0,"0","2","0",-7,7,14,3,3,1
"11446","0",49,52,952,2752,"1",8,1,1,0,10,31,3,0,0,0,0,"0","2","0",-7,7,14,3,3,1
"11449","0",41,900,900,2700,"1",8,2,3,0,2,31,3,0,0,0,0,"0","0","0",-7,7,14,3,3,1
"11455","2",75,812,812,2612,"1",9,2,1,0,10,16,1,0,0,0,0,"2","2","0",-14,7,21,3,3,1
"11458","2",59,743,743,2543,"1",9,2,1,0,10,16,-1,0,0,0,0,"0","1","0",-14,7,21,3,3,1
"11459","2",60,701,701,2501,"1",9,2,2,0,11,16,1,0,0,0,0,"2","1","0",-14,7,21,3,3,1
"11463","0",61,635,635,2435,"1",10,2,2,0,10,4,4,0,0,0,0,"0","2","0",14,7,21,3,3,0
"11467","0",48,549,549,2349,"1",11,2,1,0,10,83,2,0,0,0,0,"2","2","0",-14,7,21,3,3,1
"11469","0",16,458,458,2258,"1",11,2,1,0,10,83,6,0,0,0,0,"0","2","0",-14,7,21,3,3,1
"11470","0",10,416,416,2216,"1",11,2,2,0,4,83,-1,1,0,0,0,"0","2","0",-14,7,21,3,3,1
"11476","0",87,321,321,2121,"1",12,2,2,0,24,35,11,0,0,0,0,"0","1","0",7,14,21,3,3,0
"11482","2",54,177,177,1977,"1",13,2,1,0,10,37,0,0,0,0,0,"0","1","0",-7,14,21,3,3,1
"11488","0",25,77,77,1877,"1",13,2,2,0,10,37,4,1,0,0,0,"1","3","0",-7,14,21,3,3,1
"11493","0",75,58,58,1858,"1",14,2,1,0,10,1,1,1,0,0,0,"2","1","0",4,17,21,3,2,0
"11503","2",75,896,1796,1796,"2",16,3,2,0,10,7,7,0,0,0,0,"0","2","0",-4,17,21,3,3,1
"11506","0",84,841,1741,1741,"2",17,3,1,0,10,84,84,0,0,0,0,"0","2","2",4,17,27,3,3,0
"11509","2",75,829,1729,1729,"2",18,3,1,0,10,75,0,0,0,0,0,"0","2","0",-11,17,28,3,3,1
"11515","0",1,630,1530,1530,"2",18,3,1,1,1,75,1,0,0,0,0,"1","3","1",-11,23,28,3,3,1
